Id,INTPTLAT10,INTPTLON10
48113018110,32.8828347,-96.6009298
48113016523,32.565983,-96.987659
48113016522,32.6016896,-96.9814312
48113014311,32.8807244,-96.9689295
48113014129,32.9219216,-96.9676708
48113014128,32.9342794,-96.9594948
48113014136,32.9010855,-96.9763565
48113010102,32.7831076,-96.8346996
48113010500,32.7768468,-96.8875949
48113010601,32.7874552,-96.8979923
48113010602,32.7740423,-96.9156261
48113010701,32.7597829,-96.8991878
48113010703,32.7286065,-96.9340696
48113016518,32.654336,-96.9194169
48113016519,32.6548606,-96.9344444
48113016605,32.6366306,-96.8482482
48113016606,32.629173,-96.8870084
48113016607,32.652954,-96.8863684
48113016610,32.6112913,-96.8320571
48113016611,32.5823059,-96.8384144
48113016612,32.5855988,-96.8863516
48121021627,33.0449556,-96.8498223
48121021626,33.0754244,-96.8483323
48121020105,33.2531327,-96.9125611
48121020113,33.178657,-96.9134385
48121020108,33.1989165,-96.9229638
48121020104,33.3335135,-96.8955596
48121020110,33.1840918,-96.8776028
48121020111,33.1724794,-96.8726592
48121020109,33.1953648,-96.8585601
48121021753,33.0052619,-97.0857879
48121021403,33.1113136,-97.0197217
48121020602,33.2227402,-97.1002798
48121021100,33.2104184,-97.1348763
48121021611,32.9944418,-96.8984477
48121021727,33.0008444,-97.0494052
48121021742,33.0333319,-97.0340775
48121021724,33.028846,-97.0504478
48121021743,33.0387014,-97.0278504
48121021637,32.9942514,-96.8606829
48121021638,32.9946561,-96.8697722
48121021634,33.0066541,-96.8530913
48121021635,33.0023345,-96.8479734
48121021632,33.0183595,-96.8562812
48121021628,33.0306575,-96.8738703
48121021633,33.0181501,-96.8780283
48121021630,33.0214457,-96.9079432
48121021631,33.0174867,-96.8945271
48121021739,33.0193873,-96.9875048
48121021740,33.0223646,-97.0013819
48121021741,33.0233782,-97.0166682
48121021730,33.0157816,-97.0255228
48121021723,33.0238605,-97.032297
48121021524,33.1116425,-96.858836
48121021523,33.1023714,-96.8644827
48121021521,33.0934641,-96.8884498
48121021621,32.9961728,-96.9230605
48121021629,33.0337306,-96.8963955
48121021622,33.007083,-96.9267193
48121021620,33.0067256,-96.9599107
48121021519,33.083543,-96.871611
48121021518,33.0797781,-96.9067256
48121021625,33.056145,-96.8817843
48121021623,33.0231163,-96.9288133
48121021516,33.0932829,-96.9113487
48121021720,33.0657868,-97.052508
48121021721,33.0554681,-97.0527855
48121021715,33.061791,-97.0346004
48121021717,33.049816,-97.0360666
48121021514,33.081997,-97.0606613
48121021619,33.0297896,-96.9646371
48121021624,33.0360652,-96.9507058
48121021716,33.052519,-97.0188524
48121021744,33.0396983,-97.0119091
48121021745,33.0317334,-97.005686
48121021517,33.0627618,-96.9287383
48121021513,33.0903134,-97.0416326
48121021618,33.0471278,-96.9984046
48121021303,33.1658115,-97.099433
48121021800,33.0991505,-96.848415
48121021526,33.1646336,-96.8516899
48121021512,33.1156345,-97.1016183
48121021408,33.1326842,-97.0682187
48121021202,33.2037782,-97.1181245
48121021305,33.1843584,-97.1176062
48121021750,33.0254007,-97.1101449
48121021747,33.0567814,-97.0688708
48121021719,33.0852603,-97.0899639
48121021636,32.9924273,-96.8494488
48121021520,33.0907427,-96.881194
48121021752,33.0243953,-97.084327
48121021751,33.0281403,-97.0983774
48121021749,33.0550191,-97.1019043
48121021748,33.0452844,-97.0800992
48121021722,33.0449489,-97.0565458
48121020306,33.0012748,-97.255649
48121020307,33.0314845,-97.2088044
48121021746,33.0672885,-97.1183894
48121021718,33.0965882,-97.1219545
48121021304,33.1732652,-97.1345969
48121020308,33.0439289,-97.3331914
48121020309,33.1458708,-97.3229658
48121020505,33.2423511,-97.1074231
48121020504,33.2744955,-97.1187172
48121021404,33.1544627,-97.0357988
48121020506,33.2537974,-97.0711428
48121021409,33.1502277,-97.0725102
48121020114,33.1622949,-96.9335974
48121021527,33.1598948,-96.8774618
48121021515,33.118918,-96.9267923
48121021725,33.0264632,-97.0659816
48121020310,33.1723214,-97.2329479
48121021407,33.1466258,-97.0957326
48121021201,33.2014931,-97.1005188
48121021406,33.1541161,-97.1144366
48121020503,33.2455592,-97.1250549
48121020112,33.1729111,-96.8899875
48121021522,33.1142332,-96.8799906
48121021525,33.1405516,-96.8741445
48121021900,33.1276452,-96.8551045
48121021405,33.2023363,-97.05932
48121020115,33.1496551,-96.9806746
